Id,SalePrice,totalBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,totalSpcBlt_standardized,LotArea_standardized,GrLivArea_normalized,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf
164,103200,1,1,1,0,0,-1.3905719960618332,-1.3403940796695273,0.021263289555972453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
165,152000,2,3,1,0,1,0.40269830372307597,-1.3734328420644704,0.4803001876172607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
166,127500,3,4,2,0,0,-0.9695744731353061,0.1813713162415522,0.31707317073170727,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,190000,2,2,1,3,1,1.6907715759961526,0.3802646658591097,0.6372732958098811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
168,325624,3,3,1,1,3,2.1547645906258146,0.33202807276249274,0.8211382113821138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
169,183500,3,3,1,1,2,0.035445145425467166,-0.43381043955228843,0.5453408380237649,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,228000,3,2,1,1,2,1.5277470032884335,2.3497052922216684,0.5372107567229517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
171,128500,2,2,1,0,2,-0.7850521545760197,0.925404245375671,0.3339587242026266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
173,239000,3,2,1,1,2,0.5209359059066964,-1.4044892787157168,0.5747342088805504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
174,163000,3,3,1,1,2,0.3292476720635542,0.21143659002095042,0.3214509068167605,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,184000,3,3,1,1,2,1.284105883637337,0.9445667275647379,0.5021888680425265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
176,243000,3,4,1,1,2,1.4686282021966233,1.0103138647306746,0.8192620387742339,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,211000,4,4,1,1,2,1.2016978578729955,0.15593146919744602,0.7579737335834896,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
178,172500,3,4,1,1,2,0.7735344196626126,1.352265055518336,0.6704190118824266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
180,100000,1,2,1,0,2,-1.0824376388560346,-0.3426234553422455,0.075046904315197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
182,200100,2,4,1,1,1,0.09814690415920525,-0.6505447208631152,0.5966228893058162,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
184,200000,3,3,1,0,2,1.6191124231575948,0.6174829798548012,0.7717323327079425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
185,127000,1,3,1,0,2,-1.4049038266295448,-0.7001028644555298,0.25265791119449654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
187,173000,3,3,1,0,2,-0.24223407182394435,0.12883968403359267,0.23076923076923073,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
188,135000,3,3,1,0,1,-0.4016756868897355,0.28180915392217926,0.505315822388993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
189,153337,4,2,2,2,2,-0.4124245598155192,-0.838865666514291,0.23514696685428393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
190,286000,3,0,1,1,2,1.156910887348897,-1.531027738688349,0.46591619762351466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
192,184000,3,4,1,0,2,-0.6023213148376974,-0.6888696852412493,0.3946216385240775,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,192000,3,3,1,0,2,0.5764717493565786,-0.17842080623937823,0.36460287679799874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
195,127000,1,3,1,0,1,-1.4550652336165353,-0.7853428714344831,0.01000625390869292,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,311872,3,3,1,1,3,1.6334442537253064,-0.046596144283555234,0.5490931832395246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
199,104000,1,5,1,0,0,0.79503216551418,-1.3337863271905386,0.8636647904940588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
200,274900,3,3,1,1,3,1.5868658043802437,0.0112216899075952,0.5409631019387117,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
201,140000,2,2,1,0,2,-0.5342451196410675,-0.33403337711956027,0.1707317073170731,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
202,171500,3,3,1,2,2,-0.11683055435646818,0.18764868109659139,0.2695434646654158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,112000,2,2,1,0,1,-1.0985609482447103,-0.8448126437453807,0.2889305816135084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
204,149000,2,1,1,1,2,-1.5123925558873816,-1.691265736303823,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
205,110000,2,2,1,0,1,-0.9606170790304864,-2.0011693275683893,0.2726704190118824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
206,180500,2,3,1,0,2,0.5836376646404344,0.7578977200333094,0.37148217636022507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
207,143900,2,3,1,1,1,0.529893300011516,1.3598639708691729,0.5303314571607255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
208,141000,2,3,1,1,1,-0.6094872301215531,0.9700065746088441,0.1575984990619137,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,277000,4,3,1,1,2,1.2160296884407071,1.5881618190182296,0.7592245153220764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
210,145000,2,3,1,0,2,-0.6381508912569762,-0.4318281138085919,0.15259537210756724,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
211,98000,2,2,1,0,0,-1.4550652336165353,-1.3060337667787865,0.01000625390869292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
212,186000,2,3,1,0,2,-0.20819597422562938,0.28511303016167355,0.22764227642276413,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
213,252678,4,3,1,1,2,0.37940907905054466,-0.30297694046831375,0.6278924327704815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
214,156000,2,3,1,0,2,-1.003612570733621,1.3251732703544825,0.08880550343964977,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,161750,2,3,1,0,1,-0.8226732098162626,0.44369908965740046,0.3402126328955597,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
216,134450,2,2,1,1,1,-0.4195904750993749,0.14998449196635624,0.24265165728580362,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
217,210000,3,3,1,0,2,0.5943865375662181,-0.36575058901870566,0.3677298311444652,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
218,107000,1,3,1,0,1,-0.942702290820847,0.11529379145166599,0.3001876172607879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
219,311500,3,3,1,2,2,0.37940907905054466,2.0163441796566923,0.6916823014383989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
220,167240,2,2,1,0,2,-0.07920949911622534,-2.1630592633036105,0.2501563477173233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
221,204900,2,2,1,0,2,0.8165299113657473,-0.18734127208601287,0.4065040650406504,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
222,200000,3,4,1,1,2,1.319935460056616,-0.4919586613673883,0.8874296435272045,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
223,179900,4,3,1,1,2,-0.4930411067588967,0.6336719734283234,0.440275171982489,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,97000,1,2,1,0,2,-1.4550652336165353,0.31154404007762804,0.01000625390869292,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,125000,1,3,1,1,1,-1.2830832668039966,-0.34229306771829604,0.04002501563477168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
230,192500,2,2,1,1,2,0.694709351540199,-2.1062325919843086,0.442151344590369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
231,148000,2,3,1,0,1,-0.2726892117803314,-0.263330425594382,0.2163852407754846,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
234,128200,2,3,1,0,1,-1.3475765043586987,0.3611021836700427,0.028767979987492143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
235,216500,4,4,1,2,2,0.501229638876093,-0.5636527757644149,0.6954346466541589,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
237,185500,2,3,1,0,2,0.5155614694438045,-0.2590353864830394,0.35397123202001246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
238,194500,3,3,1,0,2,0.35791133319897733,-0.034371802197426284,0.5603502188868043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
239,318000,2,3,1,0,3,1.518789609183614,0.8170371047202576,0.5290806754221388,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
240,113000,2,3,1,1,1,-0.5700746960603463,-0.2696077904494212,0.39962476547842396,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
241,262500,3,3,1,0,2,1.060171031016844,-0.18403739584651857,0.4490306441525953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
242,110500,1,2,1,0,0,-1.7703655061061896,-1.8756220304676057,0.011257035647279534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
243,79000,1,3,1,0,1,-1.003612570733621,-1.505587891644243,0.37023139462163845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
244,120000,2,3,1,1,1,-1.2490451692056816,0.39810559755237895,0.23076923076923073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
245,205000,4,3,1,2,2,0.9276015982655119,-0.2236839107204503,0.7892432770481551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
246,241500,3,3,1,1,2,2.108186141280752,0.2785052776826849,0.6404002501563476,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
247,137000,2,4,2,0,1,0.730538927959478,-0.13712235324569935,0.675422138836773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
248,140000,1,2,1,1,2,0.3614942908409052,0.5791580154766672,0.3295809881175734,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
249,180000,3,3,1,0,2,-0.05771175326465799,0.5814707288443132,0.5128205128205129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
252,235000,4,2,1,1,2,1.1784086332004642,-1.5881847976316006,0.4859287054409006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
253,173000,3,3,1,0,2,-0.18311527073213416,-0.39350314943045783,0.49530956848030006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
254,158000,3,3,1,0,1,0.11427021354788075,-0.06840172746421769,0.2839274546591619,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
255,145000,2,3,1,0,1,0.15726570525101544,-0.3822699702161772,0.2914321450906816,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
256,230000,3,4,1,1,2,1.3002291930260126,-0.2705989533212695,0.9024390243902439,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
257,207500,3,3,1,0,2,0.09277246769631341,-0.25308840925194964,0.5503439649781113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
258,220000,4,3,1,1,2,1.1963234214101037,-0.24548949390111274,0.472795497185741,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
259,231500,3,3,1,1,2,0.3847835155134365,0.9508440924197772,0.590368980612883,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
261,176000,2,3,1,1,2,0.36507724848283307,3.2176335803368237,0.3339587242026266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
263,151000,2,3,1,1,2,-1.4729800218261748,-0.3588124489157676,0.22764227642276413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
264,130000,2,3,1,0,2,-0.5342451196410675,-1.3403940796695273,0.2926829268292682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
266,175500,2,3,1,1,2,0.5442251305792276,0.8368603621572235,0.3589743589743589,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
267,185000,4,3,1,1,2,-0.4070501233526273,0.5451280902098758,0.41463414634146334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
268,179500,3,4,1,1,1,0.6660456904047759,-0.3822699702161772,0.8405253283302064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
270,148000,3,3,1,1,1,-0.5091644161475722,-0.5418471925837524,0.16572858036272664,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
271,266000,3,3,1,1,3,0.8846061065623773,0.3868724183380983,0.6823014383989993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
273,290000,3,4,1,1,3,1.579699889096388,0.7291539967497089,0.8893058161350843,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
274,139000,3,3,1,1,1,0.5943865375662181,0.014195178523140081,0.4903064415259536,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
276,205000,3,3,1,0,2,-0.07204358383236956,-0.7575903110227309,0.43777360850531577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
277,201000,2,3,1,0,2,1.0386732851652765,-0.11928142155243007,0.44527829893683546,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
278,141000,1,2,1,0,2,-1.4550652336165353,3.1654323357528136,0.01000625390869292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
280,192000,3,4,1,1,2,1.1497449720650412,0.14800216622265966,0.7342088805503438,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
281,228500,3,3,1,1,2,0.4456937954262106,0.5715591001258303,0.7091932457786115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
282,185000,2,2,1,0,2,-0.029048092129234867,-0.7787351189554945,0.2589118198874296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
283,207500,3,2,1,1,2,0.15726570525101544,-1.4847734713354286,0.2914321450906816,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
284,244600,2,3,1,1,3,0.7090411821079106,0.018159830010533253,0.38774233896185106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
285,179200,3,2,1,0,2,1.0924176497941949,-0.5104603683085565,0.4546591619762351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
286,164700,3,2,1,0,2,-1.1917178469348353,-1.7530482219823667,0.25140712945590993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
287,159000,2,3,1,1,2,0.18951232402836646,0.07564727657773426,0.5540963101938711,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
288,88000,1,3,1,0,0,-1.4765629794681026,-0.4731265668022707,0.0062539086929330745,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
289,122000,1,3,1,0,1,-1.3583253772844823,0.08655006816806549,0.03252032520325199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
290,153575,1,3,1,0,1,-0.7993839851437313,-0.27324205431286497,0.3427141963727329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
291,233230,3,3,1,1,2,0.8201128690076752,2.00015518608317,0.6697936210131331,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
292,135900,3,6,1,0,0,-0.07920949911622534,-1.2786115939909837,0.5428392745465916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
293,131000,2,3,1,1,1,-0.10070724496779268,0.6118663902476609,0.5428392745465916,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
294,235000,4,3,1,1,2,0.9276015982655119,2.3464014159821738,0.8849280800500313,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,167000,2,3,1,2,2,0.9311845559074398,0.014195178523140081,0.4978111319574733,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
296,142500,2,3,1,0,2,-0.9570341213885585,-0.5352394401047638,0.09693558474046271,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
297,152000,2,4,1,0,1,-0.1293709061032158,1.3720883129553016,0.44402751719824884,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
298,239000,3,3,1,1,2,0.6893349150773072,-0.7129879817895577,0.6891807379612257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
299,175000,4,3,1,1,2,-0.17057491898538654,0.7080091888169453,0.559724828017511,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,158500,2,3,1,1,1,-0.5306621619991395,1.4679007239006368,0.1901188242651657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
301,157000,2,2,1,2,1,-0.07025210501140561,2.0460790658121413,0.30519074421513437,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
303,205000,2,3,1,1,3,0.9705970899686466,1.3701059872116053,0.4333958724202627,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
304,149900,2,3,1,0,2,-1.3475765043586987,0.0802727033130263,0.028767979987492143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,305900,3,3,1,0,3,2.6151746476135482,0.2738798509473929,0.7204502814258912,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
307,225000,4,4,1,1,3,0.7215815338546582,1.294116833703236,0.8724202626641652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
308,89500,1,3,1,0,0,-1.460439670079427,-0.540856029711904,0.348968105065666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
309,82500,1,1,1,0,2,-1.465814106542319,0.92011804339248,0.008130081300812941,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
310,360000,3,3,1,3,3,2.3285380362593173,0.9320119978546596,0.685428392745466,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
311,165600,3,3,1,1,2,-0.613070187763481,-0.6184971213400204,0.40838023764853026,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,132000,2,2,1,1,1,-1.068105808288323,-0.5144250197959496,0.07754846779237023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,119900,2,3,1,1,2,-1.1272246093801332,-0.5805025445858358,0.16885553470919323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
315,178000,3,3,1,1,2,-0.3067273093786464,0.014195178523140081,0.49593495934959353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
316,188500,4,3,1,1,2,-0.7026441288116783,-0.582154482705583,0.365228267667292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
317,260000,4,4,1,1,2,1.1784086332004642,1.1391650380709528,0.9412132582864289,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
318,270000,3,3,1,1,3,0.9078953312349085,-0.18403739584651857,0.6948092557848654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
320,187500,3,3,1,2,2,0.5442251305792276,1.5058953006548212,0.3902439024390244,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
324,126175,2,3,1,0,1,-0.38555237750106,-1.2346700400057093,0.19699812382739212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
327,324000,4,1,1,2,2,1.6083635502318112,0.4258581579641312,0.5447154471544714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
328,145250,2,3,1,0,1,0.4044897825440399,0.6749704264220022,0.3345841150719199,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
329,214500,2,5,1,0,2,0.7842832925883962,0.7701220621194383,0.8042526579111945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
331,119000,3,6,2,0,1,1.6406101690091621,0.3525121054473575,0.5503439649781113,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
332,139000,2,3,1,0,1,-0.7671373663663803,-0.45627679798084975,0.13008130081300806,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
334,207000,3,2,1,1,2,0.3149158414958426,-0.4490082702539623,0.31894934333958724,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
335,192000,4,3,1,2,2,0.07306620066571001,-0.17016111564064246,0.49405878674171355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
337,377426,3,3,1,1,3,2.335703951543173,1.5197715808606975,0.6716697936210131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
338,214000,3,3,1,0,2,0.9526823017590071,-0.13943506661334537,0.4302689180737961,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
339,202500,3,3,1,0,2,0.5173529482647684,1.5158069293733043,0.4834271419637274,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,155000,1,3,1,0,1,-0.19744710129984572,0.9392805255815471,0.2295184490306441,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
